#file-version:0.1
#Dict{String,Any}(Pair{String,Any}("estimation-args", Dict{String,Any}(Pair{String,Any}("delta_ball", 0.015),Pair{String,Any}("num-per-dim", 0x0000000000000065),Pair{String,Any}("delta_t", 0.06),Pair{String,Any}("bounds", [0.0 2.0; 0.0 3.0]))),Pair{String,Any}("model-params", Dict{String,Any}(Pair{String,Any}("u+", 0.5),Pair{String,Any}("u-", -0.5))),Pair{String,Any}("model", "consum"),Pair{String,Any}("dimension", 2))
[0.0, 0.87]; 0
[0.02, 0.87]; 0
[0.04, 0.87]; 0
[0.06, 0.87]; 0
[0.08, 0.87]; 0
[0.1, 0.87]; 0
[0.12, 0.87]; 0
[0.14, 0.87]; 0
[0.16, 0.87]; 0
[0.18, 0.87]; 0
[0.2, 0.87]; 0
[0.22, 0.87]; 0
[0.24, 0.87]; 0
[0.26, 0.87]; 0
[0.28, 0.87]; 0
[0.3, 0.87]; 0
[0.32, 0.87]; 0
[0.34, 0.87]; 0
[0.36, 0.87]; 0
[0.38, 0.87]; 0
[0.4, 0.87]; 1
[0.42, 0.87]; 1
[0.44, 0.87]; 1
[0.46, 0.87]; 1
[0.48, 0.87]; 1
[0.5, 0.87]; 1
[0.52, 0.87]; 1
[0.54, 0.87]; 1
[0.56, 0.87]; 1
[0.58, 0.87]; 1
[0.6, 0.87]; 1
[0.62, 0.87]; 1
[0.64, 0.87]; 1
[0.66, 0.87]; 1
[0.68, 0.87]; 1
[0.7, 0.87]; 1
[0.72, 0.87]; 1
[0.74, 0.87]; 1
[0.76, 0.87]; 1
[0.78, 0.87]; 1
[0.8, 0.87]; 1
[0.82, 0.87]; 1
[0.84, 0.87]; 1
[0.86, 0.87]; 1
[0.88, 0.87]; 1
[0.9, 0.87]; 1
[0.92, 0.87]; 1
[0.94, 0.87]; 1
[0.96, 0.87]; 1
[0.98, 0.87]; 1
[1.0, 0.87]; 1
[1.02, 0.87]; 1
[1.04, 0.87]; 1
[1.06, 0.87]; 1
[1.08, 0.87]; 1
[1.1, 0.87]; 1
[1.12, 0.87]; 1
[1.14, 0.87]; 1
[1.16, 0.87]; 1
[1.18, 0.87]; 1
[1.2, 0.87]; 1
[1.22, 0.87]; 1
[1.24, 0.87]; 1
[1.26, 0.87]; 1
[1.28, 0.87]; 1
[1.3, 0.87]; 1
[1.32, 0.87]; 1
[1.34, 0.87]; 1
[1.36, 0.87]; 1
[1.38, 0.87]; 1
[1.4, 0.87]; 1
[1.42, 0.87]; 1
[1.44, 0.87]; 0
[1.46, 0.87]; 0
[1.48, 0.87]; 0
[1.5, 0.87]; 0
[1.52, 0.87]; 0
[1.54, 0.87]; 0
[1.56, 0.87]; 0
[1.58, 0.87]; 0
[1.6, 0.87]; 0
[1.62, 0.87]; 0
[1.64, 0.87]; 0
[1.66, 0.87]; 0
[1.68, 0.87]; 0
[1.7, 0.87]; 0
[1.72, 0.87]; 0
[1.74, 0.87]; 0
[1.76, 0.87]; 0
[1.78, 0.87]; 0
[1.8, 0.87]; 0
[1.82, 0.87]; 0
[1.84, 0.87]; 0
[1.86, 0.87]; 0
[1.88, 0.87]; 0
[1.9, 0.87]; 0
[1.92, 0.87]; 0
[1.94, 0.87]; 0
[1.96, 0.87]; 0
[1.98, 0.87]; 0
[2.0, 0.87]; 0
[0.0, 0.9]; 0
[0.02, 0.9]; 0
[0.04, 0.9]; 0
[0.06, 0.9]; 0
[0.08, 0.9]; 0
[0.1, 0.9]; 0
[0.12, 0.9]; 0
[0.14, 0.9]; 0
[0.16, 0.9]; 0
[0.18, 0.9]; 0
[0.2, 0.9]; 0
[0.22, 0.9]; 0
[0.24, 0.9]; 0
[0.26, 0.9]; 0
[0.28, 0.9]; 0
[0.3, 0.9]; 0
[0.32, 0.9]; 0
[0.34, 0.9]; 0
[0.36, 0.9]; 0
[0.38, 0.9]; 0
[0.4, 0.9]; 0
[0.42, 0.9]; 1
[0.44, 0.9]; 1
[0.46, 0.9]; 1
[0.48, 0.9]; 1
[0.5, 0.9]; 1
[0.52, 0.9]; 1
[0.54, 0.9]; 1
[0.56, 0.9]; 1
[0.58, 0.9]; 1
[0.6, 0.9]; 1
[0.62, 0.9]; 1
[0.64, 0.9]; 1
[0.66, 0.9]; 1
[0.68, 0.9]; 1
[0.7, 0.9]; 1
[0.72, 0.9]; 1
[0.74, 0.9]; 1
[0.76, 0.9]; 1
[0.78, 0.9]; 1
[0.8, 0.9]; 1
[0.82, 0.9]; 1
[0.84, 0.9]; 1
[0.86, 0.9]; 1
[0.88, 0.9]; 1
[0.9, 0.9]; 1
[0.92, 0.9]; 1
[0.94, 0.9]; 1
[0.96, 0.9]; 1
[0.98, 0.9]; 1
[1.0, 0.9]; 1
[1.02, 0.9]; 1
[1.04, 0.9]; 1
[1.06, 0.9]; 1
[1.08, 0.9]; 1
[1.1, 0.9]; 1
[1.12, 0.9]; 1
[1.14, 0.9]; 1
[1.16, 0.9]; 1
[1.18, 0.9]; 1
[1.2, 0.9]; 1
[1.22, 0.9]; 1
[1.24, 0.9]; 1
[1.26, 0.9]; 1
[1.28, 0.9]; 1
[1.3, 0.9]; 1
[1.32, 0.9]; 1
[1.34, 0.9]; 1
[1.36, 0.9]; 1
[1.38, 0.9]; 1
[1.4, 0.9]; 1
[1.42, 0.9]; 1
[1.44, 0.9]; 1
[1.46, 0.9]; 0
[1.48, 0.9]; 0
[1.5, 0.9]; 0
[1.52, 0.9]; 0
[1.54, 0.9]; 0
[1.56, 0.9]; 0
[1.58, 0.9]; 0
[1.6, 0.9]; 0
[1.62, 0.9]; 0
[1.64, 0.9]; 0
[1.66, 0.9]; 0
[1.68, 0.9]; 0
[1.7, 0.9]; 0
[1.72, 0.9]; 0
[1.74, 0.9]; 0
[1.76, 0.9]; 0
[1.78, 0.9]; 0
[1.8, 0.9]; 0
[1.82, 0.9]; 0
[1.84, 0.9]; 0
[1.86, 0.9]; 0
[1.88, 0.9]; 0
[1.9, 0.9]; 0
[1.92, 0.9]; 0
[1.94, 0.9]; 0
[1.96, 0.9]; 0
[1.98, 0.9]; 0
[2.0, 0.9]; 0
[0.0, 0.93]; 0
[0.02, 0.93]; 0
[0.04, 0.93]; 0
[0.06, 0.93]; 0
[0.08, 0.93]; 0
[0.1, 0.93]; 0
[0.12, 0.93]; 0
[0.14, 0.93]; 0
[0.16, 0.93]; 0
[0.18, 0.93]; 0
[0.2, 0.93]; 0
[0.22, 0.93]; 0
[0.24, 0.93]; 0
[0.26, 0.93]; 0
[0.28, 0.93]; 0
[0.3, 0.93]; 0
[0.32, 0.93]; 0
[0.34, 0.93]; 0
[0.36, 0.93]; 0
[0.38, 0.93]; 0
[0.4, 0.93]; 0
[0.42, 0.93]; 0
[0.44, 0.93]; 1
[0.46, 0.93]; 1
[0.48, 0.93]; 1
[0.5, 0.93]; 1
[0.52, 0.93]; 1
[0.54, 0.93]; 1
[0.56, 0.93]; 1
[0.58, 0.93]; 1
[0.6, 0.93]; 1
[0.62, 0.93]; 1
[0.64, 0.93]; 1
[0.66, 0.93]; 1
[0.68, 0.93]; 1
[0.7, 0.93]; 1
[0.72, 0.93]; 1
[0.74, 0.93]; 1
[0.76, 0.93]; 1
[0.78, 0.93]; 1
[0.8, 0.93]; 1
[0.82, 0.93]; 1
[0.84, 0.93]; 1
[0.86, 0.93]; 1
[0.88, 0.93]; 1
[0.9, 0.93]; 1
[0.92, 0.93]; 1
[0.94, 0.93]; 1
[0.96, 0.93]; 1
[0.98, 0.93]; 1
[1.0, 0.93]; 1
[1.02, 0.93]; 1
[1.04, 0.93]; 1
[1.06, 0.93]; 1
[1.08, 0.93]; 1
[1.1, 0.93]; 1
[1.12, 0.93]; 1
[1.14, 0.93]; 1
[1.16, 0.93]; 1
[1.18, 0.93]; 1
[1.2, 0.93]; 1
[1.22, 0.93]; 1
[1.24, 0.93]; 1
[1.26, 0.93]; 1
[1.28, 0.93]; 1
[1.3, 0.93]; 1
[1.32, 0.93]; 1
[1.34, 0.93]; 1
[1.36, 0.93]; 1
[1.38, 0.93]; 1
[1.4, 0.93]; 1
[1.42, 0.93]; 1
[1.44, 0.93]; 1
[1.46, 0.93]; 1
[1.48, 0.93]; 0
[1.5, 0.93]; 0
[1.52, 0.93]; 0
[1.54, 0.93]; 0
[1.56, 0.93]; 0
[1.58, 0.93]; 0
[1.6, 0.93]; 0
[1.62, 0.93]; 0
[1.64, 0.93]; 0
[1.66, 0.93]; 0
[1.68, 0.93]; 0
[1.7, 0.93]; 0
[1.72, 0.93]; 0
[1.74, 0.93]; 0
[1.76, 0.93]; 0
[1.78, 0.93]; 0
[1.8, 0.93]; 0
[1.82, 0.93]; 0
[1.84, 0.93]; 0
[1.86, 0.93]; 0
[1.88, 0.93]; 0
[1.9, 0.93]; 0
[1.92, 0.93]; 0
[1.94, 0.93]; 0
[1.96, 0.93]; 0
[1.98, 0.93]; 0
[2.0, 0.93]; 0
[0.0, 0.96]; 0
[0.02, 0.96]; 0
[0.04, 0.96]; 0
[0.06, 0.96]; 0
[0.08, 0.96]; 0
[0.1, 0.96]; 0
[0.12, 0.96]; 0
[0.14, 0.96]; 0
[0.16, 0.96]; 0
[0.18, 0.96]; 0
[0.2, 0.96]; 0
[0.22, 0.96]; 0
[0.24, 0.96]; 0
[0.26, 0.96]; 0
[0.28, 0.96]; 0
[0.3, 0.96]; 0
[0.32, 0.96]; 0
[0.34, 0.96]; 0
[0.36, 0.96]; 0
[0.38, 0.96]; 0
[0.4, 0.96]; 0
[0.42, 0.96]; 0
[0.44, 0.96]; 0
[0.46, 0.96]; 1
[0.48, 0.96]; 1
[0.5, 0.96]; 1
[0.52, 0.96]; 1
[0.54, 0.96]; 1
[0.56, 0.96]; 1
[0.58, 0.96]; 1
[0.6, 0.96]; 1
[0.62, 0.96]; 1
[0.64, 0.96]; 1
[0.66, 0.96]; 1
[0.68, 0.96]; 1
[0.7, 0.96]; 1
[0.72, 0.96]; 1
[0.74, 0.96]; 1
[0.76, 0.96]; 1
[0.78, 0.96]; 1
[0.8, 0.96]; 1
[0.82, 0.96]; 1
[0.84, 0.96]; 1
[0.86, 0.96]; 1
[0.88, 0.96]; 1
[0.9, 0.96]; 1
[0.92, 0.96]; 1
[0.94, 0.96]; 1
[0.96, 0.96]; 1
[0.98, 0.96]; 1
[1.0, 0.96]; 1
[1.02, 0.96]; 1
[1.04, 0.96]; 1
[1.06, 0.96]; 1
[1.08, 0.96]; 1
[1.1, 0.96]; 1
[1.12, 0.96]; 1
[1.14, 0.96]; 1
[1.16, 0.96]; 1
[1.18, 0.96]; 1
[1.2, 0.96]; 1
[1.22, 0.96]; 1
[1.24, 0.96]; 1
[1.26, 0.96]; 1
[1.28, 0.96]; 1
[1.3, 0.96]; 1
[1.32, 0.96]; 1
[1.34, 0.96]; 1
[1.36, 0.96]; 1
[1.38, 0.96]; 1
[1.4, 0.96]; 1
[1.42, 0.96]; 1
[1.44, 0.96]; 1
[1.46, 0.96]; 1
[1.48, 0.96]; 1
[1.5, 0.96]; 1
[1.52, 0.96]; 0
[1.54, 0.96]; 0
[1.56, 0.96]; 0
[1.58, 0.96]; 0
[1.6, 0.96]; 0
[1.62, 0.96]; 0
[1.64, 0.96]; 0
[1.66, 0.96]; 0
[1.68, 0.96]; 0
[1.7, 0.96]; 0
[1.72, 0.96]; 0
[1.74, 0.96]; 0
[1.76, 0.96]; 0
[1.78, 0.96]; 0
[1.8, 0.96]; 0
[1.82, 0.96]; 0
[1.84, 0.96]; 0
[1.86, 0.96]; 0
[1.88, 0.96]; 0
[1.9, 0.96]; 0
[1.92, 0.96]; 0
[1.94, 0.96]; 0
[1.96, 0.96]; 0
[1.98, 0.96]; 0
[2.0, 0.96]; 0
[0.0, 0.99]; 0
[0.02, 0.99]; 0
[0.04, 0.99]; 0
[0.06, 0.99]; 0
[0.08, 0.99]; 0
[0.1, 0.99]; 0
[0.12, 0.99]; 0
[0.14, 0.99]; 0
[0.16, 0.99]; 0
[0.18, 0.99]; 0
[0.2, 0.99]; 0
[0.22, 0.99]; 0
[0.24, 0.99]; 0
[0.26, 0.99]; 0
[0.28, 0.99]; 0
[0.3, 0.99]; 0
[0.32, 0.99]; 0
[0.34, 0.99]; 0
[0.36, 0.99]; 0
[0.38, 0.99]; 0
[0.4, 0.99]; 0
[0.42, 0.99]; 0
[0.44, 0.99]; 0
[0.46, 0.99]; 0
[0.48, 0.99]; 1
[0.5, 0.99]; 1
[0.52, 0.99]; 1
[0.54, 0.99]; 1
[0.56, 0.99]; 1
[0.58, 0.99]; 1
[0.6, 0.99]; 1
[0.62, 0.99]; 1
[0.64, 0.99]; 1
[0.66, 0.99]; 1
[0.68, 0.99]; 1
[0.7, 0.99]; 1
[0.72, 0.99]; 1
[0.74, 0.99]; 1
[0.76, 0.99]; 1
[0.78, 0.99]; 1
[0.8, 0.99]; 1
[0.82, 0.99]; 1
[0.84, 0.99]; 1
[0.86, 0.99]; 1
[0.88, 0.99]; 1
[0.9, 0.99]; 1
[0.92, 0.99]; 1
[0.94, 0.99]; 1
[0.96, 0.99]; 1
[0.98, 0.99]; 1
[1.0, 0.99]; 1
[1.02, 0.99]; 1
[1.04, 0.99]; 1
[1.06, 0.99]; 1
[1.08, 0.99]; 1
[1.1, 0.99]; 1
[1.12, 0.99]; 1
[1.14, 0.99]; 1
[1.16, 0.99]; 1
[1.18, 0.99]; 1
[1.2, 0.99]; 1
[1.22, 0.99]; 1
[1.24, 0.99]; 1
[1.26, 0.99]; 1
[1.28, 0.99]; 1
[1.3, 0.99]; 1
[1.32, 0.99]; 1
[1.34, 0.99]; 1
[1.36, 0.99]; 1
[1.38, 0.99]; 1
[1.4, 0.99]; 1
[1.42, 0.99]; 1
[1.44, 0.99]; 1
[1.46, 0.99]; 1
[1.48, 0.99]; 1
[1.5, 0.99]; 1
[1.52, 0.99]; 0
[1.54, 0.99]; 0
[1.56, 0.99]; 0
[1.58, 0.99]; 0
[1.6, 0.99]; 0
[1.62, 0.99]; 0
[1.64, 0.99]; 0
[1.66, 0.99]; 0
[1.68, 0.99]; 0
[1.7, 0.99]; 0
[1.72, 0.99]; 0
[1.74, 0.99]; 0
[1.76, 0.99]; 0
[1.78, 0.99]; 0
[1.8, 0.99]; 0
[1.82, 0.99]; 0
[1.84, 0.99]; 0
[1.86, 0.99]; 0
[1.88, 0.99]; 0
[1.9, 0.99]; 0
[1.92, 0.99]; 0
[1.94, 0.99]; 0
[1.96, 0.99]; 0
[1.98, 0.99]; 0
[2.0, 0.99]; 0
[0.0, 1.02]; 0
[0.02, 1.02]; 0
[0.04, 1.02]; 0
[0.06, 1.02]; 0
[0.08, 1.02]; 0
[0.1, 1.02]; 0
[0.12, 1.02]; 0
[0.14, 1.02]; 0
[0.16, 1.02]; 0
[0.18, 1.02]; 0
[0.2, 1.02]; 0
[0.22, 1.02]; 0
[0.24, 1.02]; 0
[0.26, 1.02]; 0
[0.28, 1.02]; 0
[0.3, 1.02]; 0
[0.32, 1.02]; 0
[0.34, 1.02]; 0
[0.36, 1.02]; 0
[0.38, 1.02]; 0
[0.4, 1.02]; 0
[0.42, 1.02]; 0
[0.44, 1.02]; 0
[0.46, 1.02]; 0
[0.48, 1.02]; 0
[0.5, 1.02]; 1
[0.52, 1.02]; 1
[0.54, 1.02]; 1
[0.56, 1.02]; 1
[0.58, 1.02]; 1
[0.6, 1.02]; 1
[0.62, 1.02]; 1
[0.64, 1.02]; 1
[0.66, 1.02]; 1
[0.68, 1.02]; 1
[0.7, 1.02]; 1
[0.72, 1.02]; 1
[0.74, 1.02]; 1
[0.76, 1.02]; 1
[0.78, 1.02]; 1
[0.8, 1.02]; 1
[0.82, 1.02]; 1
[0.84, 1.02]; 1
[0.86, 1.02]; 1
[0.88, 1.02]; 1
[0.9, 1.02]; 1
[0.92, 1.02]; 1
[0.94, 1.02]; 1
[0.96, 1.02]; 1
[0.98, 1.02]; 1
[1.0, 1.02]; 1
[1.02, 1.02]; 1
[1.04, 1.02]; 1
[1.06, 1.02]; 1
[1.08, 1.02]; 1
[1.1, 1.02]; 1
[1.12, 1.02]; 1
[1.14, 1.02]; 1
[1.16, 1.02]; 1
[1.18, 1.02]; 1
[1.2, 1.02]; 1
[1.22, 1.02]; 1
[1.24, 1.02]; 1
[1.26, 1.02]; 1
[1.28, 1.02]; 1
[1.3, 1.02]; 1
[1.32, 1.02]; 1
[1.34, 1.02]; 1
[1.36, 1.02]; 1
[1.38, 1.02]; 1
[1.4, 1.02]; 1
[1.42, 1.02]; 1
[1.44, 1.02]; 1
[1.46, 1.02]; 1
[1.48, 1.02]; 1
[1.5, 1.02]; 1
[1.52, 1.02]; 1
[1.54, 1.02]; 0
[1.56, 1.02]; 0
[1.58, 1.02]; 0
[1.6, 1.02]; 0
[1.62, 1.02]; 0
[1.64, 1.02]; 0
[1.66, 1.02]; 0
[1.68, 1.02]; 0
[1.7, 1.02]; 0
[1.72, 1.02]; 0
[1.74, 1.02]; 0
[1.76, 1.02]; 0
[1.78, 1.02]; 0
[1.8, 1.02]; 0
[1.82, 1.02]; 0
[1.84, 1.02]; 0
[1.86, 1.02]; 0
[1.88, 1.02]; 0
[1.9, 1.02]; 0
[1.92, 1.02]; 0
[1.94, 1.02]; 0
[1.96, 1.02]; 0
[1.98, 1.02]; 0
[2.0, 1.02]; 0
[0.0, 1.05]; 0
[0.02, 1.05]; 0
[0.04, 1.05]; 0
[0.06, 1.05]; 0
[0.08, 1.05]; 0
[0.1, 1.05]; 0
[0.12, 1.05]; 0
[0.14, 1.05]; 0
[0.16, 1.05]; 0
[0.18, 1.05]; 0
[0.2, 1.05]; 0
[0.22, 1.05]; 0
[0.24, 1.05]; 0
[0.26, 1.05]; 0
[0.28, 1.05]; 0
[0.3, 1.05]; 0
[0.32, 1.05]; 0
[0.34, 1.05]; 0
[0.36, 1.05]; 0
[0.38, 1.05]; 0
[0.4, 1.05]; 0
[0.42, 1.05]; 0
[0.44, 1.05]; 0
[0.46, 1.05]; 0
[0.48, 1.05]; 0
[0.5, 1.05]; 0
[0.52, 1.05]; 1
[0.54, 1.05]; 1
[0.56, 1.05]; 1
[0.58, 1.05]; 1
[0.6, 1.05]; 1
[0.62, 1.05]; 1
[0.64, 1.05]; 1
[0.66, 1.05]; 1
[0.68, 1.05]; 1
[0.7, 1.05]; 1
[0.72, 1.05]; 1
[0.74, 1.05]; 1
[0.76, 1.05]; 1
[0.78, 1.05]; 1
[0.8, 1.05]; 1
[0.82, 1.05]; 1
[0.84, 1.05]; 1
[0.86, 1.05]; 1
[0.88, 1.05]; 1
[0.9, 1.05]; 1
[0.92, 1.05]; 1
[0.94, 1.05]; 1
[0.96, 1.05]; 1
[0.98, 1.05]; 1
[1.0, 1.05]; 1
[1.02, 1.05]; 1
[1.04, 1.05]; 1
[1.06, 1.05]; 1
[1.08, 1.05]; 1
[1.1, 1.05]; 1
[1.12, 1.05]; 1
[1.14, 1.05]; 1
[1.16, 1.05]; 1
[1.18, 1.05]; 1
[1.2, 1.05]; 1
[1.22, 1.05]; 1
[1.24, 1.05]; 1
[1.26, 1.05]; 1
[1.28, 1.05]; 1
[1.3, 1.05]; 1
[1.32, 1.05]; 1
[1.34, 1.05]; 1
[1.36, 1.05]; 1
[1.38, 1.05]; 1
[1.4, 1.05]; 1
[1.42, 1.05]; 1
[1.44, 1.05]; 1
[1.46, 1.05]; 1
[1.48, 1.05]; 1
[1.5, 1.05]; 1
[1.52, 1.05]; 1
[1.54, 1.05]; 1
[1.56, 1.05]; 0
[1.58, 1.05]; 0
[1.6, 1.05]; 0
[1.62, 1.05]; 0
[1.64, 1.05]; 0
[1.66, 1.05]; 0
[1.68, 1.05]; 0
[1.7, 1.05]; 0
[1.72, 1.05]; 0
[1.74, 1.05]; 0
[1.76, 1.05]; 0
[1.78, 1.05]; 0
[1.8, 1.05]; 0
[1.82, 1.05]; 0
[1.84, 1.05]; 0
[1.86, 1.05]; 0
[1.88, 1.05]; 0
[1.9, 1.05]; 0
[1.92, 1.05]; 0
[1.94, 1.05]; 0
[1.96, 1.05]; 0
[1.98, 1.05]; 0
[2.0, 1.05]; 0
[0.0, 1.08]; 0
[0.02, 1.08]; 0
[0.04, 1.08]; 0
[0.06, 1.08]; 0
[0.08, 1.08]; 0
[0.1, 1.08]; 0
[0.12, 1.08]; 0
[0.14, 1.08]; 0
[0.16, 1.08]; 0
[0.18, 1.08]; 0
[0.2, 1.08]; 0
[0.22, 1.08]; 0
[0.24, 1.08]; 0
[0.26, 1.08]; 0
[0.28, 1.08]; 0
[0.3, 1.08]; 0
[0.32, 1.08]; 0
[0.34, 1.08]; 0
[0.36, 1.08]; 0
[0.38, 1.08]; 0
[0.4, 1.08]; 0
[0.42, 1.08]; 0
[0.44, 1.08]; 0
[0.46, 1.08]; 0
[0.48, 1.08]; 0
[0.5, 1.08]; 0
[0.52, 1.08]; 0
[0.54, 1.08]; 1
[0.56, 1.08]; 1
[0.58, 1.08]; 1
[0.6, 1.08]; 1
[0.62, 1.08]; 1
[0.64, 1.08]; 1
[0.66, 1.08]; 1
[0.68, 1.08]; 1
[0.7, 1.08]; 1
[0.72, 1.08]; 1
[0.74, 1.08]; 1
[0.76, 1.08]; 1
[0.78, 1.08]; 1
[0.8, 1.08]; 1
[0.82, 1.08]; 1
[0.84, 1.08]; 1
[0.86, 1.08]; 1
[0.88, 1.08]; 1
[0.9, 1.08]; 1
[0.92, 1.08]; 1
[0.94, 1.08]; 1
[0.96, 1.08]; 1
[0.98, 1.08]; 1
[1.0, 1.08]; 1
[1.02, 1.08]; 1
[1.04, 1.08]; 1
[1.06, 1.08]; 1
[1.08, 1.08]; 1
[1.1, 1.08]; 1
[1.12, 1.08]; 1
[1.14, 1.08]; 1
[1.16, 1.08]; 1
[1.18, 1.08]; 1
[1.2, 1.08]; 1
[1.22, 1.08]; 1
[1.24, 1.08]; 1
[1.26, 1.08]; 1
[1.28, 1.08]; 1
[1.3, 1.08]; 1
[1.32, 1.08]; 1
[1.34, 1.08]; 1
[1.36, 1.08]; 1
[1.38, 1.08]; 1
[1.4, 1.08]; 1
[1.42, 1.08]; 1
[1.44, 1.08]; 1
[1.46, 1.08]; 1
[1.48, 1.08]; 1
[1.5, 1.08]; 1
[1.52, 1.08]; 1
[1.54, 1.08]; 1
[1.56, 1.08]; 1
[1.58, 1.08]; 1
[1.6, 1.08]; 0
[1.62, 1.08]; 0
[1.64, 1.08]; 0
[1.66, 1.08]; 0
[1.68, 1.08]; 0
[1.7, 1.08]; 0
[1.72, 1.08]; 0
[1.74, 1.08]; 0
[1.76, 1.08]; 0
[1.78, 1.08]; 0
[1.8, 1.08]; 0
[1.82, 1.08]; 0
[1.84, 1.08]; 0
[1.86, 1.08]; 0
[1.88, 1.08]; 0
[1.9, 1.08]; 0
[1.92, 1.08]; 0
[1.94, 1.08]; 0
[1.96, 1.08]; 0
[1.98, 1.08]; 0
[2.0, 1.08]; 0
[0.0, 1.11]; 0
[0.02, 1.11]; 0
[0.04, 1.11]; 0
[0.06, 1.11]; 0
[0.08, 1.11]; 0
[0.1, 1.11]; 0
[0.12, 1.11]; 0
[0.14, 1.11]; 0
[0.16, 1.11]; 0
[0.18, 1.11]; 0
[0.2, 1.11]; 0
[0.22, 1.11]; 0
[0.24, 1.11]; 0
[0.26, 1.11]; 0
[0.28, 1.11]; 0
[0.3, 1.11]; 0
[0.32, 1.11]; 0
[0.34, 1.11]; 0
[0.36, 1.11]; 0
[0.38, 1.11]; 0
[0.4, 1.11]; 0
[0.42, 1.11]; 0
[0.44, 1.11]; 0
[0.46, 1.11]; 0
[0.48, 1.11]; 0
[0.5, 1.11]; 0
[0.52, 1.11]; 0
[0.54, 1.11]; 0
[0.56, 1.11]; 1
[0.58, 1.11]; 1
[0.6, 1.11]; 1
[0.62, 1.11]; 1
[0.64, 1.11]; 1
[0.66, 1.11]; 1
[0.68, 1.11]; 1
[0.7, 1.11]; 1
[0.72, 1.11]; 1
[0.74, 1.11]; 1
[0.76, 1.11]; 1
[0.78, 1.11]; 1
[0.8, 1.11]; 1
[0.82, 1.11]; 1
[0.84, 1.11]; 1
[0.86, 1.11]; 1
[0.88, 1.11]; 1
[0.9, 1.11]; 1
[0.92, 1.11]; 1
[0.94, 1.11]; 1
[0.96, 1.11]; 1
[0.98, 1.11]; 1
[1.0, 1.11]; 1
[1.02, 1.11]; 1
[1.04, 1.11]; 1
[1.06, 1.11]; 1
[1.08, 1.11]; 1
[1.1, 1.11]; 1
[1.12, 1.11]; 1
[1.14, 1.11]; 1
[1.16, 1.11]; 1
[1.18, 1.11]; 1
[1.2, 1.11]; 1
[1.22, 1.11]; 1
[1.24, 1.11]; 1
[1.26, 1.11]; 1
[1.28, 1.11]; 1
[1.3, 1.11]; 1
[1.32, 1.11]; 1
[1.34, 1.11]; 1
[1.36, 1.11]; 1
[1.38, 1.11]; 1
[1.4, 1.11]; 1
[1.42, 1.11]; 1
[1.44, 1.11]; 1
[1.46, 1.11]; 1
[1.48, 1.11]; 1
[1.5, 1.11]; 1
[1.52, 1.11]; 1
[1.54, 1.11]; 1
[1.56, 1.11]; 1
[1.58, 1.11]; 1
[1.6, 1.11]; 0
[1.62, 1.11]; 0
[1.64, 1.11]; 0
[1.66, 1.11]; 0
[1.68, 1.11]; 0
[1.7, 1.11]; 0
[1.72, 1.11]; 0
[1.74, 1.11]; 0
[1.76, 1.11]; 0
[1.78, 1.11]; 0
[1.8, 1.11]; 0
[1.82, 1.11]; 0
[1.84, 1.11]; 0
[1.86, 1.11]; 0
[1.88, 1.11]; 0
[1.9, 1.11]; 0
[1.92, 1.11]; 0
[1.94, 1.11]; 0
[1.96, 1.11]; 0
[1.98, 1.11]; 0
[2.0, 1.11]; 0
[0.0, 1.14]; 0
[0.02, 1.14]; 0
[0.04, 1.14]; 0
[0.06, 1.14]; 0
[0.08, 1.14]; 0
[0.1, 1.14]; 0
[0.12, 1.14]; 0
[0.14, 1.14]; 0
[0.16, 1.14]; 0
[0.18, 1.14]; 0
[0.2, 1.14]; 0
[0.22, 1.14]; 0
[0.24, 1.14]; 0
[0.26, 1.14]; 0
[0.28, 1.14]; 0
[0.3, 1.14]; 0
[0.32, 1.14]; 0
[0.34, 1.14]; 0
[0.36, 1.14]; 0
[0.38, 1.14]; 0
[0.4, 1.14]; 0
[0.42, 1.14]; 0
[0.44, 1.14]; 0
[0.46, 1.14]; 0
[0.48, 1.14]; 0
[0.5, 1.14]; 0
[0.52, 1.14]; 0
[0.54, 1.14]; 0
[0.56, 1.14]; 0
[0.58, 1.14]; 1
[0.6, 1.14]; 1
[0.62, 1.14]; 1
[0.64, 1.14]; 1
[0.66, 1.14]; 1
[0.68, 1.14]; 1
[0.7, 1.14]; 1
[0.72, 1.14]; 1
[0.74, 1.14]; 1
[0.76, 1.14]; 1
[0.78, 1.14]; 1
[0.8, 1.14]; 1
[0.82, 1.14]; 1
[0.84, 1.14]; 1
[0.86, 1.14]; 1
[0.88, 1.14]; 1
[0.9, 1.14]; 1
[0.92, 1.14]; 1
[0.94, 1.14]; 1
[0.96, 1.14]; 1
[0.98, 1.14]; 1
[1.0, 1.14]; 1
[1.02, 1.14]; 1
[1.04, 1.14]; 1
[1.06, 1.14]; 1
[1.08, 1.14]; 1
[1.1, 1.14]; 1
[1.12, 1.14]; 1
[1.14, 1.14]; 1
[1.16, 1.14]; 1
[1.18, 1.14]; 1
[1.2, 1.14]; 1
[1.22, 1.14]; 1
[1.24, 1.14]; 1
[1.26, 1.14]; 1
[1.28, 1.14]; 1
[1.3, 1.14]; 1
[1.32, 1.14]; 1
[1.34, 1.14]; 1
[1.36, 1.14]; 1
[1.38, 1.14]; 1
[1.4, 1.14]; 1
[1.42, 1.14]; 1
[1.44, 1.14]; 1
